七色羊羹	92	海苔、幻昙华、露水、葡萄		昂贵、高级、甜、果味、梦幻、不可思议、适合拍照、文化底蕴					
白雪	98	八目鳗、河豚、海苔		昂贵、肉、水产、高级、文化底蕴、和风					
大奢宴	105	河豚、黑毛猪肉、和牛		昂贵、肉、水产、饱腹、高级、山珍					实惠、家常
兜甲蛋糕	105	黑毛猪肉、蜂蜜、蝉蜕、面粉		昂贵、招牌、饱腹、高级、鲜、生、猎奇、力量涌现、适合拍照、特产					
地狱激辛警告！	108	牛肉、辣椒、辣椒、辣椒、芝士		昂贵、肉、重油、辣、咸、猎奇、灼热、力量涌现、适合拍照					素、清淡
海胆刺身	108	海胆、露水		昂贵、小巧、高级、甜、海味、不可思议、适合拍照、特产					
蘑女的舞踏烩	112	虾、章鱼、蘑菇、辣椒		昂贵、水产、重油、辣、咸、鲜、灼热、适合拍照、菌类					
全肉盛宴	115	鹿肉、野猪肉、黑毛猪肉、和牛		昂贵、肉、下酒、大份、高级、咸、山珍、灼热、适合拍照					
拟尻子玉	120	鹿肉、松露、蝉蜕		昂贵、下酒、小巧、传说、梦幻、猎奇、灼热					
岩浆	125	河豚、牛肉、和牛、松露		昂贵、肉、水产、饱腹、高级、灼热、力量涌现、菌类					凉爽
蓬莱玉枝	125	三文鱼、猪肉、鹿肉、和牛、竹子		昂贵、肉、高级、传说、文化底蕴、烧烤					
华光玉煎包	128	黑毛猪肉、蘑菇		昂贵、肉、高级、传说、梦幻、菌类、中华					
鱼跃龙门	142	极上金枪鱼、鹿肉、松露、蜂蜜、月光草		昂贵、肉、水产、大份、高级、甜、鲜、海味、梦幻、文化底蕴、菌类、中华					
惠灵顿牛排	150	和牛、松露、鸡蛋、黄油、面粉		昂贵、肉、高级、传说、山珍、西式					甜、凉爽
幻想佛跳墙	160	极上金枪鱼、河豚、黑毛猪肉、和牛、松露		昂贵、肉、水产、高级、传说、山珍、力量涌现、适合拍照、文化底蕴、菌类、特产、中华					
大江户船祭	206	鳟鱼、三文鱼、金枪鱼、极上金枪鱼、冰块		昂贵、招牌、水产、下酒、高级、传说、鲜、生、海味、适合拍照、文化底蕴、和风					
@绿茶	1	无酒精		
牛奶	16	无酒精、直饮		
红柚果汁	24	无酒精、水果		
红魔馆红茶	25	无酒精、可加热、水果、提神		
波子汽水	30	无酒精、现代、气泡		
古明地冰激凌	35	无酒精、现代、水果、甘		
“大冰棍儿！”	35	无酒精、现代、提神、甘		
阿芙加朵	35	无酒精、可加冰、提神、甘、苦		
古法奶油冰沙	42	无酒精、可加冰、古典、甘		
冰山毛玉冻柠	45	无酒精、可加冰、气泡、水果、提神、直饮、甘		
月面火箭	45	无酒精、可加冰、现代、气泡		
气保健	45	无酒精、提神、直饮、甘		
玉露茶	50	无酒精、可加热、古典		
咖啡	62	无酒精、可加冰、可加热、现代、提神、苦		
妖精雨露	80	无酒精、可加冰、甘		
果味High Ball	12	低酒精、可加冰、西洋酒、鸡尾酒、水果、甘、苦		
果味SOUR	12	低酒精、可加冰、烧酒、鸡尾酒、水果、甘、苦		
淇	18	低酒精、可加冰、清酒、鸡尾酒、气泡、甘、苦、辛		
超ZUN啤酒	18	低酒精、可加冰、啤酒、苦		
猩红恶魔	45	低酒精、可加冰、西洋酒、鸡尾酒		
冬酿	60	低酒精、可加冰、可加热、古典、甘		
梅酒	32	中酒精、可加冰、可加热、利口酒、水果		
普通健身茶	32	中酒精、利口酒、气泡、苦		
日月星	34	中酒精、可加冰、可加热、清酒、直饮		
神之麦	45	中酒精、可加冰、可加热、烧酒、直饮		
雀酒	50	中酒精、可加冰、可加热、清酒、辛		
红雾	75	中酒精、可加热、西洋酒		
尼格罗尼	100	中酒精、可加冰、西洋酒、鸡尾酒、水果、苦		
水獭祭	130	中酒精、可加冰、可加热、清酒、直饮		
风祝	130	中酒精、可加冰、鸡尾酒、现代、甘		
大吟酿	210	中酒精、可加冰、清酒、古典、水果、直饮、甘		
十四夜	440	中酒精、可加冰、可加热、清酒、古典、甘		
天狗踊	70	高酒精、可加冰、可加热、清酒、直饮		
教父	180	高酒精、可加冰、西洋酒、鸡尾酒、古典、苦		
鬼杀	320	高酒精、可加冰、烧酒、古典、辛		
晓	400	高酒精、可加冰、西洋酒、直饮		
火鼠裘	420	高酒精、可加热、烧酒、辛		
@妖怪兔	招牌、家常、甜、咸、鲜、果味、凉爽、力量涌现				无酒精	
妖怪猫	招牌、肉、海味、凉爽、中华				可加冰、啤酒、苦	
妖怪狸	招牌、肉、饱腹、重油、咸、山珍				甘、辛	
妖怪狐	招牌、肉、小巧、和风、中华				直饮	
蟒蛇精	肉、下酒、山珍、力量涌现				清酒、烧酒	
人类小孩	招牌、家常、肉、饱腹、甜、咸、凉爽、中华				无酒精	
人类男性	肉、下酒、咸、鲜、灼热、文化底蕴、和风				可加热、烧酒	
人类女性	招牌、水产、高级、咸、鲜、凉爽				可加冰	
人类长者	招牌、高级、灼热、适合拍照				低酒精	
左卫门	高级、生、猎奇、力量涌现				高酒精	
座敷童子	招牌、甜、生、山珍、凉爽、和风				无酒精、低酒精	
河童	招牌、大份、小巧、高级、海味、猎奇、灼热				甘	
鸦天狗	招牌、高级、适合拍照、菌类				清酒、烧酒	
妖精	甜、鲜、果味、梦幻、适合拍照、菌类、特产				气泡、水果、直饮、甘	
魔法使	家常、素、清淡、高级、传说、鲜、凉爽、适合拍照、西式				可加热、西洋酒、鸡尾酒、提神	
森之妖精	招牌、家常、小巧、甜、鲜、凉爽、梦幻、和风、中华				无酒精、低酒精、清酒、水果、甘	
谜之人形	家常、小巧、咸、生、梦幻、猎奇、适合拍照、菌类				气泡、水果、提神、苦	
山姥	家常、肉、饱腹、高级、鲜、猎奇、力量涌现				高酒精、烧酒、古典、直饮	
山童	招牌、大份、小巧、高级、山珍、猎奇、灼热				中酒精、苦	
白狼天狗	招牌、肉、饱腹、重油、咸、鲜、生、山珍、特产				中酒精、高酒精、清酒、烧酒	
土蜘蛛	肉、饱腹、重油、大份、甜、鲜、生、山珍、猎奇				中酒精、可加冰、利口酒、现代、直饮、甘、苦	
鬼	肉、下酒、高级、传说、鲜、力量涌现、燃起来了、特产				中酒精、高酒精、烧酒、直饮	
骨女	素、清淡、酸、鲜、生、凉爽、猎奇、菌类				低酒精、可加热、啤酒、水果、苦	
地狱鸦	家常、肉、小巧、酸、咸、山珍、海味、燃起来了				中酒精、可加热、啤酒、苦、辛	
姑获鸟	家常、水产、清淡、酸、鲜、猎奇、文化底蕴				低酒精、可加热、烧酒、苦	
豹女	肉、重油、高级、生、山珍、海味、灼热、特产				中酒精、高酒精、直饮、辛	
地精	重油、高级、山珍、凉爽、灼热、力量涌现				清酒、西洋酒	
@1 妖怪兽道	妖怪兔	妖怪猫	妖怪狸	妖怪狐	蟒蛇精
2 人间之里	人类小孩	人类男性	人类女性	左卫门	人类长者
5 博丽神社Lv1、Lv3	人类女性	人类长者	河童	鸦天狗	座敷童子
5 博丽神社Lv2	妖怪猫	妖怪狸	人类女性	人类长者	左卫门	河童	鸦天狗	座敷童子
6 红魔馆	妖怪兔	妖怪猫	妖怪狸	妖怪狐	河童	鸦天狗	妖精
9 迷途竹林	妖怪兔	妖怪猫	妖怪狸	妖怪狐	鸦天狗	妖精
3 魔法森林Lv1	妖怪兔	妖怪猫	妖精	森之妖精	魔法使
3 魔法森林Lv2	妖怪兔	妖怪猫	妖怪狸	妖精	森之妖精	魔法使	谜之人形
3 魔法森林Lv3	妖怪兔	妖怪猫	妖怪狸	妖精	森之妖精	魔法使	谜之人形	河童
4 妖怪之山Lv1	妖怪兔	妖怪猫	妖怪狸	山童	山姥	河童
4 妖怪之山Lv2	妖怪兔	妖怪猫	妖怪狸	蟒蛇精	山童	山姥	河童	白狼天狗
4 妖怪之山Lv3	妖怪兔	妖怪猫	妖怪狸	妖怪狐	蟒蛇精	山童	山姥	河童	白狼天狗	鸦天狗
7 旧地狱	妖怪狐	蟒蛇精	土蜘蛛	骨女	鬼
8 地灵殿	妖怪兔	妖怪猫	豹女	姑获鸟	地狱鸦
@鳟鱼	水产、鲜	
八目鳗	水产、招牌、鲜	
三文鱼	水产、高级、鲜	
金枪鱼	水产、高级、鲜	
极上金枪鱼	水产、高级、传说、鲜、海味	
河豚	水产、鲜、海味	
虾	水产、鲜	
章鱼	水产、鲜、海味	
海胆	水产、高级、传说、鲜、海味	
螃蟹	水产、高级、鲜	
猪肉	肉	
牛肉	肉	
鹿肉	肉	
野猪肉	肉	
黑毛猪肉	肉、传说、山珍	
和牛	肉、高级、传说	
豆腐	素、家常、清淡	
土豆	素、家常	
洋葱	素、鲜	
南瓜	素、饱腹	
萝卜	素、下酒	
海苔	素、鲜	
蘑菇	素、鲜、菌类	
松露	素、高级、传说、鲜、山珍、菌类	
竹笋	素、清淡	
黄瓜	素、家常、清淡	
鸡蛋	生	
桃子	甜、果味	
白果	适合拍照	
蜂蜜	甜	
蝉蜕	猎奇	
幻昙华	高级、传说、梦幻、不可思议	
露水	清淡	
黄油	重油	
面粉	饱腹	
竹子	适合拍照	
月光草	清淡、梦幻、不可思议、文化底蕴	
冰块	凉爽	
辣椒	辣	
葡萄	甜、果味	
黑盐	咸	
奶油	家常、甜、西式	
并蒂莲	清淡、高级、传说、梦幻、文化底蕴	
柠檬	酸、果味	
芝士	高级、咸、鲜	
@6 红魔馆 琪露诺	100－200	甜、凉爽、猎奇、适合拍照、流行·厌恶			可加冰、水果、甘			昂贵、下酒、文化底蕴、流行·喜爱	
5 博丽神社 博丽灵梦	150－300	实惠、饱腹、高级、甜、不可思议、流行·喜爱			无酒精、低酒精、可加热			昂贵、下酒、流行·厌恶	
1 妖怪兽道 露米娅	150－350	招牌、肉、饱腹、生、猎奇、流行·喜爱			气泡、苦			昂贵、下酒、流行·厌恶	
1 妖怪兽道 莉格露	200－400	肉、甜、生、猎奇			低酒精、可加冰			素、清淡、凉爽	
1 妖怪兽道 橙	400－600	肉、水产、重油、甜、烧烤、流行·喜爱			水果、辛			素、猎奇、灼热、流行·厌恶	
6 红魔馆 红美铃	200－400	肉、饱腹、力量涌现、中华、流行·喜爱			可加热、古典、提神			果味、猎奇、西式、流行·厌恶	
9 迷途竹林 因幡帝	200－400	小巧、传说、甜、凉爽、梦幻、流行·喜爱			无酒精、水果、甘			重油、山珍、猎奇、流行·厌恶	
其他 森近霖之助	250－400	家常、饱腹、鲜、流行·喜爱			啤酒、烧酒			下酒、重油、猎奇、流行·厌恶	
7 旧地狱 黑谷山女	250－400	甜、鲜、生、猎奇、适合拍照、流行·喜爱			低酒精、中酒精、啤酒、甘			重油、咸、灼热、流行·厌恶	
白玉楼 魂魄妖梦	300－400	家常、清淡、鲜、力量涌现			无酒精、可加热、水果			重油、猎奇	
4 妖怪之山 犬走椛	300－400	肉、下酒、重油、大份、山珍			中酒精、高酒精、直饮			素、清淡、猎奇	
其他1 蹦蹦跳跳的三妖精	300－400	家常、小巧、甜、凉爽、梦幻、菌类、流行·喜爱			无酒精、水果、甘、苦			生、猎奇、灼热、流行·厌恶	
7 旧地狱 水桥帕露西	300－400	肉、酸、辣、咸、鲜、果味、流行·厌恶			无酒精、可加热、直饮、苦、辛			甜、流行·喜爱	
9 迷途竹林 藤原妹红	300－600	辣、果味、灼热、燃起来了			烧酒、苦、辛			昂贵、高级、不可思议	
3 魔法森林 矢田寺成美	300－600	清淡、山珍、文化底蕴、特产、和风			低酒精、中酒精、可加冰、古典、直饮			饱腹、重油	
4 妖怪之山 河城荷取	400－500	招牌、水产、下酒、高级、咸、猎奇			中酒精、高酒精、清酒、直饮			素、山珍、文化底蕴	
2 人间之里 茨木华扇	400－600	家常、下酒、文化底蕴、和风			中酒精、古典、直饮			实惠、辣、生	
4 妖怪之山 东风谷早苗	400－600	家常、甜、梦幻、适合拍照、和风、流行·喜爱			无酒精、低酒精、清酒、现代、气泡、水果、直饮、甘、苦			重油、生、猎奇、灼热、流行·厌恶	
其他2 冴月麟	400－600	家常、水产、辣、中华、流行·喜爱			无酒精、气泡、甘			下酒、重油、生、流行·厌恶	
2 人间之里 上白泽慧音	400－800	家常、素、清淡、文化底蕴、和风、中华、流行·喜爱			清酒、烧酒、利口酒			重油、大份、咸、流行·厌恶	
8 地灵殿 古明地觉	500－600	家常、小巧、甜、梦幻、力量涌现、特产			无酒精、气泡、提神、苦			肉、大份、山珍、猎奇、灼热	
8 地灵殿 火焰猫燐	500－700	水产、甜、鲜、海味、梦幻、猎奇、流行·喜爱			低酒精、清酒、水果			生、灼热、流行·厌恶	
8 地灵殿 灵乌路空	500－800	肉、重油、辣、咸、灼热、力量涌现			中酒精、可加热、鸡尾酒			清淡、菌类	
2 人间之里 稗田阿求	500－800	清淡、高级、甜、文化底蕴、汤羹、和风、流行·喜爱			可加热、清酒			重油、咸、灼热、流行·厌恶	
3 魔法森林 爱丽丝	500－800	家常、高级、甜、文化底蕴、西式			低酒精、西洋酒、现代			肉、饱腹、重油、猎奇	
其他2 立空汐	500－800	昂贵、肉、下酒、山珍、力量涌现、和风、流行·厌恶			高酒精、可加冰、可加热			素、清淡、流行·喜爱	
5 博丽神社 伊吹萃香	600－800	肉、下酒、小巧、力量涌现、和风、流行·喜爱			高酒精、直饮			重油、流行·厌恶	
6 红魔馆 帕秋莉	600－1000	高级、甜、梦幻、适合拍照、西式			利口酒、鸡尾酒、气泡			咸、生、猎奇、灼热	
7 旧地狱 星熊勇仪	600－1000	招牌、下酒、大份、传说、力量涌现、燃起来了、和风、流行·喜爱			高酒精、啤酒、清酒、古典			素、小巧、猎奇、流行·厌恶	
其他 古明地恋	800－1200	甜、咸、生、梦幻、猎奇、不可思议、流行·厌恶			高酒精、烧酒、气泡、苦				
9 迷途竹林 蓬莱山辉夜	1000－1500	传说、不可思议、和风、文化底蕴、流行·喜爱			清酒、古典、现代			招牌、大份、猎奇、流行·厌恶	
其他1 萌澄果	1200－1600	肉、水产、甜、梦幻、流行·喜爱			可加冰、水果、甘、辛			猎奇、灼热、流行·厌恶	
白玉楼 西行寺幽幽子	1300－1800	肉、水产、饱腹、大份、高级、传说、和风、中华			高酒精、可加冰、鸡尾酒			素、清淡、小巧	
其他2 时焉侑	1300－1800	下酒、传说、文化底蕴、特产、西式、中华			中酒精、可加冰、西洋酒、鸡尾酒			水产、饱腹、重油	
5 博丽神社 比那名居天子	2000－3000	昂贵、素、清淡、传说、甜、果味、适合拍照、流行·厌恶			高酒精、鸡尾酒			家常、肉、重油、流行·喜爱	
3 魔法森林 雾雨魔理沙	3000－5000	重油、传说、灼热、菌类、和风、流行·喜爱			低酒精、可加冰			猎奇、流行·厌恶	
其他 饕餮尤魔	9999－9999	肉、饱腹、大份、高级、传说、鲜、生、不可思议、力量涌现			高酒精、烧酒、直饮、辛				
其他 蕾米莉亚	9999－9999	高级、甜、生、西式			西洋酒、古典、水果、甘				
白玉楼 魂魄妖梦（剧情）	9999－9999	传说、和风			直饮				
